UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,comments,User can enter brief information about himself,Comments_Submission_Domain,Comment Domain,Property,C49569,"A subject domain utilized for the submission of information encompassing and representing data, vocabulary or records related to comments.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,faxNumber,User fax number,Fax,Fax,Property,C25210,"Fax is short for facsimile, a telecommunications technology used to transfer copies of documents using devices operating over the telephone network.  It is used to refer both to the activity and the resulting document.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,faxNumber,User fax number,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,faxNumber,User fax number,Facsimile_Machine,Facsimile Machine,Property,C60789,"A machine which scans and transmits via telephone, fixed graphic material including pictures, text, or images.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,faxNumber,User fax number,Fax_Number,Fax Number,Property,C42879,A telephone number that is used for identifying a destination fax machine in a telephone network.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phoneNumber,User phone number,Telephone_Number,Telephone Number,Property,C40978,A sequence of decimal digits (0-9) that is used for identifying a destination telephone line or other device in a telephone network.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phoneNumber,User phone number,Telephone,Telephone,Property,C25395,Electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phoneNumber,User phone number,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phonePostHour,User phone post office hour,Telephone_Number,Telephone Number,Property,C40978,A sequence of decimal digits (0-9) that is used for identifying a destination telephone line or other device in a telephone network.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phonePostHour,User phone post office hour,Hour,Hour,Property,C25529,"A unit measure of time equal to 3,600 seconds or 60 minutes. It is approximately 1/24 of a median day.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phonePostHour,User phone post office hour,Telephone,Telephone,Property,C25395,Electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,phonePostHour,User phone post office hour,Post,Post,Property,C38008,Happening at a time subsequent to a reference time; later in time or order.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,activityStatus,Defines whether this user is active or inactive,Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,activityStatus,Defines whether this user is active or inactive,Activity,Activity,Property,C43431,An action taken in pursuit of an objective; the state of being active.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",Role_Entity,Role Entity,Property,C42754,"A non-hierarchical, named relationship between concepts.  They are binary relationships pointing from one concept to another concept.  Roles are unidirectional and each role has a Domain and a Range; the role points from one kind, the domain, to another (or same) kind, the range.  The specific concept pointed to is considered the Role Value.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",NCI_Thesaurus_Role,NCI Thesaurus Role,Property,C43643,"A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,roleId,"Denotes the role of the user. Like Administrator,PI,Sub-PI etc",Role,Social Role,Property,C25199,The action or activity assigned to or required or expected of a person or group.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,cmsId,This stores the user identifier from colony management system(CMS). Based on this id we can fetch the animals from CMS entered by this user.,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,cmsId,This stores the user identifier from colony management system(CMS). Based on this id we can fetch the animals from CMS entered by this user.,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.User,cmsId,This stores the user identifier from colony management system(CMS). Based on this id we can fetch the animals from CMS entered by this user.,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,A set of attributes that define an Institution,Institution,Institution,ObjectClass,C41206,"An established society, corporation, foundation or other organization founded and united for a specific purpose, e.g. for health-related research; also used to refer to a building or buildings occupied or used by such organization.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,id,System generated unique identifier.,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,id,System generated unique identifier.,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,id,System generated unique identifier.,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,name,Name of the Institution,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,name,Name of the Institution,Carney_Complex,Carney Syndrome,Property,C4705,,,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,name,Name of the Institution,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,institutionCode,Unique acronym for an institute,Healthcare_Facility,Healthcare Facility,Property,C21541,The buildings and organizations where healthcare services are provided.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,institutionCode,Unique acronym for an institute,Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,institutionCode,Unique acronym for an institute,Institution,Institution,Property,C41206,"An established society, corporation, foundation or other organization founded and united for a specific purpose, e.g. for health-related research; also used to refer to a building or buildings occupied or used by such organization.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,phoneNumber,Phone number of the institute,Telephone_Number,Telephone Number,Property,C40978,A sequence of decimal digits (0-9) that is used for identifying a destination telephone line or other device in a telephone network.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,phoneNumber,Phone number of the institute,Telephone,Telephone,Property,C25395,Electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,phoneNumber,Phone number of the institute,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,websiteURL,URL of the web site,Uniform_Resource_Locator,Uniform Resource Locator,Property,C42743,An Internet address which tells a browser where to find an Internet resource.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,activityStatus,Defines whether this institute is active or inactive,Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.Institution,activityStatus,Defines whether this institute is active or inactive,Activity,Activity,Property,C43431,An action taken in pursuit of an objective; the state of being active.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,A set of attributes that Groups Users,User_Group,User Group,ObjectClass,C42684,"A set of people who have similar interests, goals, or concerns.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,A set of attributes that Groups Users,User,User,ObjectClass,C42745,"An individual who uses a computer, program, network, or related service for work or entertainment.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,A set of attributes that Groups Users,Group,Group,ObjectClass,C43359,Any number of entities (members) considered as a unit.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,id,System generated unique identifier.,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,id,System generated unique identifier.,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,id,System generated unique identifier.,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,name,Name of User Group,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,name,Name of User Group,Carney_Complex,Carney Syndrome,Property,C4705,,,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,name,Name of User Group,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,description,Description of User Group,Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,activityStatus,Defines whether this User Group record can be queried (Active) or not queried (Inactive) ,Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,activityStatus,Defines whether this User Group record can be queried (Active) or not queried (Inactive) ,Activity,Activity,Property,C43431,An action taken in pursuit of an objective; the state of being active.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,userRole,"Denotes the role of the users belonging to this group. Like Administrator,PI,Sub-PI etc",User,User,Property,C42745,"An individual who uses a computer, program, network, or related service for work or entertainment.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.UserGroup,userRole,"Denotes the role of the users belonging to this group. Like Administrator,PI,Sub-PI etc",Role,Social Role,Property,C25199,The action or activity assigned to or required or expected of a person or group.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,A set of attributes that defines a Slide,Slide,Slide,ObjectClass,C25325,A flat rectangular piece of glass on which specimens can be mounted for microscopic study.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,id,System generated unique identifier.,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,id,System generated unique identifier.,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,id,System generated unique identifier.,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,createdDate,Date when this record was added to the system.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,createdDate,Date when this record was added to the system.,Created,Creation,Property,C42620,The process by which something is brought into existence; having been brought into existence.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,diagnosis,The diagnosis of the disease is the conclusion drawn after correlation of the animal's signs and symptoms with the pathology results,Diagnosis_Study,Diagnosis Study,Property,C49653,A type of study protocol designed to evaluate intervention(s) aimed at identifying a disease or condition.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,diagnosis,The diagnosis of the disease is the conclusion drawn after correlation of the animal's signs and symptoms with the pathology results,Diagnosis,Diagnosis,Property,C15220,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,microscopicDescription,Microscopic Description of the Slide,Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,microscopicDescription,Microscopic Description of the Slide,Microscopic,Microscopic,Property,C25252,Too small to be seen except under a microscope.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,slideNumber,this is the identifier of the slide,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,slideNumber,this is the identifier of the slide,Slide,Slide,Property,C25325,A flat rectangular piece of glass on which specimens can be mounted for microscopic study.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,slideNumber,this is the identifier of the slide,Slide_Device_Component,Slide Device Component,Property,C50178,,,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,stain,The dye used for staining tissue specimens on the microscopic slide,Stain,Stain,Property,C841,A dye or other coloring material that is used in microscopy to make structures visible.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,activityStatus,Defines whether this Slide record can be queried (Active) or not queried (Inactive) ,Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.Slide,activityStatus,Defines whether this Slide record can be queried (Active) or not queried (Inactive) ,Activity,Activity,Property,C43431,An action taken in pursuit of an objective; the state of being active.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,Experimental data for the protocol,Event,Event,ObjectClass,C25499,Something that happens at a given place and time.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,createdDate,Date on which this data was created.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,createdDate,Date on which this data was created.,Created,Creation,Property,C42620,The process by which something is brought into existence; having been brought into existence.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,modifiedDate,Date on which this data was modified,Modified,Modified,Property,C25573,Changed or altered in form or character.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,modifiedDate,Date on which this data was modified,Change,Change,Property,C25446,The act of alteration or modification; changed or altered in form or character.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,modifiedDate,Date on which this data was modified,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,modifiedDate,Date on which this data was modified,Modification,Modification,Property,C25572,The act of making a change or the change made; changed or altered in form or character.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,id,system unique identification number,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,id,system unique identification number,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Logical Model.edu.ucdavis.caelmir.domain.common.eventRecords.EventRecords,id,system unique identification number,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
